caller,receiver,timestamp,duration_sec,cell_tower
9206683624,9119325613,2026-07-20T22:45:22.420389,1563,TOWER-4
9455401597,9440112039,2026-06-10T23:45:22.420389,1575,TOWER-2
9206683624,9119325613,2026-07-18T22:45:22.420389,456,TOWER-4
9645445371,9785122250,2026-07-25T06:45:22.420389,1150,TOWER-1
9515353101,9763553360,2026-06-12T11:45:22.420389,811,TOWER-4
9206683624,9250703355,2026-07-19T22:45:22.420389,37,TOWER-5
9223786821,9455401597,2026-06-07T23:45:22.420389,1224,TOWER-2
9470943746,9251305036,2026-06-20T06:45:22.420389,1535,TOWER-3
9485013618,9633844632,2026-07-19T22:45:22.420389,1351,TOWER-5
9763553360,9645445371,2026-06-22T23:45:22.420389,1585,TOWER-1
9658565490,9483778558,2026-06-02T02:45:22.420389,254,TOWER-2
9223786821,9645445371,2026-07-13T22:45:22.420389,1556,TOWER-1
9119325613,9485013618,2026-07-18T22:45:22.420389,734,TOWER-1
9455401597,9515353101,2026-06-07T23:45:22.420389,1775,TOWER-2
9440112039,9455401597,2026-08-27T00:45:22.420389,38,TOWER-1
9119325613,9206683624,2026-07-14T22:45:22.420389,605,TOWER-3
9166012408,9395894857,2026-06-05T01:45:22.420389,428,TOWER-4
9119325613,9206683624,2026-08-28T00:45:22.420389,355,TOWER-5
9416624250,9859601150,2026-06-04T06:45:22.420389,1037,TOWER-3
9416624250,9834030738,2026-07-28T19:45:22.420389,359,TOWER-3
9344234907,9859601150,2026-07-13T12:45:22.420389,460,TOWER-5
9859601150,9507631359,2026-07-31T15:45:22.420389,133,TOWER-4
9440112039,9883716767,2026-08-10T03:45:22.420389,761,TOWER-1
9883716767,9206683624,2026-07-11T22:45:22.420389,1161,TOWER-1
9251305036,9416624250,2026-06-01T03:45:22.420389,702,TOWER-1
9483778558,9103521443,2026-08-26T03:45:22.420389,1103,TOWER-5
9483778558,9316044204,2026-06-19T05:45:22.420389,1233,TOWER-2
9316044204,9992003135,2026-07-22T05:45:22.420389,976,TOWER-5
9250703355,9485013618,2026-07-20T22:45:22.420389,1787,TOWER-1
9223786821,9157334558,2026-07-12T22:45:22.420389,574,TOWER-5
9206683624,9883716767,2026-07-15T22:45:22.420389,1116,TOWER-3
9250703355,9883716767,2026-07-17T22:45:22.420389,464,TOWER-3
9930059616,9122330468,2026-06-01T10:45:22.420389,1597,TOWER-2
9483778558,9776723706,2026-07-28T16:45:22.420389,626,TOWER-1
9470943746,9515353101,2026-08-21T05:45:22.420389,998,TOWER-2
9223786821,9485013618,2026-07-20T22:45:22.420389,617,TOWER-3
9485013618,9645445371,2026-07-19T22:45:22.420389,276,TOWER-1
9515353101,9396524876,2026-07-15T11:45:22.420389,1422,TOWER-3
9658565490,9223786821,2026-06-05T14:45:22.420389,282,TOWER-3
9103521443,9633844632,2026-06-26T10:45:22.420389,453,TOWER-1
9633844632,9157334558,2026-07-15T22:45:22.420389,104,TOWER-2
9316044204,9485013618,2026-06-05T02:45:22.420389,1366,TOWER-5
9103521443,9992003135,2026-06-25T01:45:22.420389,1725,TOWER-4
9883716767,9122330468,2026-08-26T14:45:22.420389,1455,TOWER-2
9166012408,9396524876,2026-07-27T13:45:22.420389,1297,TOWER-4
9166012408,9883716767,2026-07-05T04:45:22.420389,1270,TOWER-5
9834030738,9785122250,2026-07-11T16:45:22.420389,647,TOWER-4
9930059616,9992003135,2026-06-28T22:45:22.420389,962,TOWER-3
9485013618,9206683624,2026-07-18T22:45:22.420389,1795,TOWER-5
9344234907,9633844632,2026-06-22T17:45:22.420389,644,TOWER-1
9485013618,9250703355,2026-07-15T22:45:22.420389,997,TOWER-4
9344234907,9483778558,2026-08-20T10:45:22.420389,1565,TOWER-3
9930059616,9101766480,2026-08-29T00:45:22.420389,389,TOWER-2
9250703355,9507631359,2026-08-14T21:45:22.420389,619,TOWER-2
9157334558,9485013618,2026-07-14T22:45:22.420389,824,TOWER-3
9119325613,9485013618,2026-07-15T22:45:22.420389,213,TOWER-3
9119325613,9485013618,2026-07-15T22:45:22.420389,1675,TOWER-3
9633844632,9223786821,2026-06-09T20:45:22.420389,355,TOWER-2
9122330468,9396524876,2026-07-06T06:45:22.420389,1416,TOWER-4
9250703355,9157334558,2026-08-14T00:45:22.420389,338,TOWER-5
9250703355,9119325613,2026-07-18T22:45:22.420389,829,TOWER-2
9763553360,9776723706,2026-07-23T14:45:22.420389,1723,TOWER-3
9997208934,9763553360,2026-07-10T17:45:22.420389,924,TOWER-2
9507861547,9157334558,2026-08-22T20:45:22.420389,1305,TOWER-3
9780075432,9930059616,2026-08-13T09:45:22.420389,446,TOWER-5
9883716767,9119325613,2026-07-12T22:45:22.420389,1210,TOWER-3
9883716767,9250703355,2026-07-17T22:45:22.420389,1172,TOWER-1
9166012408,9515353101,2026-07-17T16:45:22.420389,1441,TOWER-4
9206683624,9119325613,2026-07-13T22:45:22.420389,164,TOWER-5
9776723706,9507631359,2026-07-05T00:45:22.420389,912,TOWER-2
9395894857,9633844632,2026-07-13T13:45:22.420389,1232,TOWER-3
9250703355,9315220005,2026-08-02T12:45:22.420389,1041,TOWER-1
9251305036,9947866864,2026-07-26T00:45:22.420389,930,TOWER-1
9485013618,9997208934,2026-08-20T18:45:22.420389,1337,TOWER-5
9103521443,9507631359,2026-08-04T21:45:22.420389,684,TOWER-5
9101766480,9122330468,2026-07-03T08:45:22.420389,680,TOWER-1
9119325613,9485013618,2026-07-16T22:45:22.420389,1771,TOWER-1
9223786821,9485013618,2026-07-17T22:45:22.420389,758,TOWER-2
9344234907,9930059616,2026-07-06T04:45:22.420389,728,TOWER-1
9633844632,9485013618,2026-07-11T22:45:22.420389,1170,TOWER-3
9122330468,9776723706,2026-06-30T00:45:22.420389,856,TOWER-5
9206683624,9930059616,2026-06-10T02:45:22.420389,612,TOWER-4
9485013618,9883716767,2026-07-11T22:45:22.420389,992,TOWER-3
9157334558,9252679083,2026-07-05T17:45:22.420389,1481,TOWER-4
9206683624,9883716767,2026-07-12T22:45:22.420389,524,TOWER-1
9785122250,9101766480,2026-08-27T17:45:22.420389,1470,TOWER-5
9157334558,9645445371,2026-07-17T22:45:22.420389,1328,TOWER-1
9251305036,9470943746,2026-07-02T14:45:22.420389,1492,TOWER-2
9507631359,9101766480,2026-06-01T12:45:22.420389,482,TOWER-2
9206683624,9859601150,2026-07-28T02:45:22.420389,406,TOWER-2
9101766480,9316044204,2026-08-25T03:45:22.420389,1238,TOWER-5
9947866864,9157334558,2026-07-09T21:45:22.420389,580,TOWER-2
9485013618,9633844632,2026-07-14T22:45:22.420389,317,TOWER-3
9119325613,9250703355,2026-07-15T22:45:22.420389,1377,TOWER-4
9157334558,9223786821,2026-07-11T22:45:22.420389,645,TOWER-3
9834030738,9252679083,2026-07-03T14:45:22.420389,1800,TOWER-3
9223786821,9645445371,2026-07-18T22:45:22.420389,1166,TOWER-2
9763553360,9645445371,2026-08-07T08:45:22.420389,1265,TOWER-2
9515353101,9250703355,2026-06-12T05:45:22.420389,1693,TOWER-5
9250703355,9485013618,2026-07-20T22:45:22.420389,1713,TOWER-1
9223786821,9507861547,2026-06-22T00:45:22.420389,1600,TOWER-1
9859601150,9416624250,2026-06-25T09:45:22.420389,529,TOWER-4
9633844632,9859601150,2026-07-12T02:45:22.420389,1602,TOWER-3
9485013618,9315220005,2026-07-28T22:45:22.420389,1224,TOWER-5
9997208934,9344234907,2026-08-13T19:45:22.420389,722,TOWER-3
9223786821,9834030738,2026-07-30T10:45:22.420389,1337,TOWER-2
9157334558,9223786821,2026-07-17T22:45:22.420389,798,TOWER-5
9119325613,9485013618,2026-07-18T22:45:22.420389,216,TOWER-1
9157334558,9633844632,2026-07-19T22:45:22.420389,437,TOWER-1
9206683624,9645445371,2026-07-24T17:45:22.420389,272,TOWER-5
9356684463,9763553360,2026-07-23T01:45:22.420389,199,TOWER-1
9507631359,9250703355,2026-07-02T14:45:22.420389,1544,TOWER-3
9396524876,9633844632,2026-06-24T17:45:22.420389,1576,TOWER-5
9485013618,9223786821,2026-07-12T22:45:22.420389,967,TOWER-4
9992003135,9395894857,2026-08-27T07:45:22.420389,503,TOWER-4
9396524876,9315220005,2026-08-09T07:45:22.420389,385,TOWER-4
9344234907,9947866864,2026-06-04T00:45:22.420389,1783,TOWER-1
9883716767,9485013618,2026-07-19T22:45:22.420389,1427,TOWER-5
9206683624,9883716767,2026-07-18T22:45:22.420389,1518,TOWER-2
9250703355,9119325613,2026-07-19T22:45:22.420389,465,TOWER-4
9344234907,9251305036,2026-08-09T00:45:22.420389,1087,TOWER-5
9883716767,9992003135,2026-07-16T06:45:22.420389,433,TOWER-5
9947866864,9251305036,2026-08-19T03:45:22.420389,1403,TOWER-3
9250703355,9206683624,2026-07-20T22:45:22.420389,265,TOWER-1
9785122250,9157334558,2026-08-08T11:45:22.420389,647,TOWER-2
9645445371,9223786821,2026-07-16T22:45:22.420389,769,TOWER-3
9515353101,9947866864,2026-07-12T01:45:22.420389,846,TOWER-2
9157334558,9223786821,2026-07-12T22:45:22.420389,382,TOWER-4
9645445371,9223786821,2026-07-16T22:45:22.420389,1215,TOWER-1
9883716767,9485013618,2026-06-09T10:45:22.420389,1439,TOWER-2
9122330468,9395894857,2026-07-14T19:45:22.420389,1065,TOWER-1
9223786821,9515353101,2026-08-20T08:45:22.420389,1367,TOWER-2
9515353101,9470943746,2026-07-20T01:45:22.420389,1025,TOWER-2
9515353101,9507631359,2026-07-26T04:45:22.420389,52,TOWER-3
9633844632,9485013618,2026-07-20T22:45:22.420389,631,TOWER-1
9440112039,9483778558,2026-06-09T03:45:22.420389,1504,TOWER-1
9315220005,9344234907,2026-08-14T15:45:22.420389,867,TOWER-1
9470943746,9645445371,2026-06-13T20:45:22.420389,878,TOWER-3
9633844632,9157334558,2026-07-15T22:45:22.420389,966,TOWER-2
9997208934,9251305036,2026-08-05T12:45:22.420389,1151,TOWER-3
9785122250,9485013618,2026-06-21T06:45:22.420389,422,TOWER-5
9633844632,9223786821,2026-07-13T22:45:22.420389,1258,TOWER-2
9883716767,9780075432,2026-08-05T09:45:22.420389,554,TOWER-5
9396524876,9395894857,2026-08-04T06:45:22.420389,1730,TOWER-3
9883716767,9223786821,2026-06-28T16:45:22.420389,983,TOWER-3
9157334558,9223786821,2026-07-18T22:45:22.420389,118,TOWER-2
9103521443,9645445371,2026-06-11T01:45:22.420389,1799,TOWER-1
9658565490,9645445371,2026-07-25T19:45:22.420389,1130,TOWER-2
9122330468,9251305036,2026-08-23T19:45:22.420389,69,TOWER-4
9780075432,9992003135,2026-08-03T05:45:22.420389,968,TOWER-3
9485013618,9119325613,2026-07-16T22:45:22.420389,1031,TOWER-1
9633844632,9166012408,2026-08-12T10:45:22.420389,356,TOWER-4
9316044204,9252679083,2026-06-21T15:45:22.420389,809,TOWER-2
9485013618,9223786821,2026-07-12T22:45:22.420389,249,TOWER-2
9947866864,9930059616,2026-06-27T00:45:22.420389,645,TOWER-1
9396524876,9356684463,2026-07-07T22:45:22.420389,50,TOWER-2
9776723706,9859601150,2026-07-24T13:45:22.420389,1488,TOWER-5
9101766480,9356684463,2026-08-25T23:45:22.420389,1481,TOWER-2
9483778558,9930059616,2026-06-20T01:45:22.420389,1624,TOWER-2
9395894857,9658565490,2026-08-13T14:45:22.420389,428,TOWER-5
9103521443,9763553360,2026-06-05T03:45:22.420389,1575,TOWER-2
9947866864,9785122250,2026-08-01T11:45:22.420389,1488,TOWER-4
9223786821,9645445371,2026-07-15T22:45:22.420389,552,TOWER-1
9166012408,9785122250,2026-08-20T05:45:22.420389,224,TOWER-5
9834030738,9507861547,2026-06-14T14:45:22.420389,1656,TOWER-2
9223786821,9633844632,2026-07-20T22:45:22.420389,435,TOWER-3
9776723706,9316044204,2026-07-23T09:45:22.420389,267,TOWER-1
9859601150,9416624250,2026-07-28T19:45:22.420389,1344,TOWER-1
9316044204,9507861547,2026-07-11T02:45:22.420389,1657,TOWER-2
9157334558,9645445371,2026-07-19T22:45:22.420389,538,TOWER-4
9883716767,9119325613,2026-07-19T22:45:22.420389,1120,TOWER-3
9883716767,9119325613,2026-07-14T22:45:22.420389,925,TOWER-4
9485013618,9223786821,2026-07-17T22:45:22.420389,45,TOWER-2
9356684463,9166012408,2026-06-18T03:45:22.420389,1199,TOWER-4
9344234907,9316044204,2026-07-21T17:45:22.420389,519,TOWER-4
9166012408,9315220005,2026-06-11T22:45:22.420389,964,TOWER-5
9645445371,9157334558,2026-07-19T22:45:22.420389,414,TOWER-3
9507861547,9763553360,2026-07-22T05:45:22.420389,1058,TOWER-3
9834030738,9992003135,2026-06-28T10:45:22.420389,228,TOWER-4
9785122250,9507861547,2026-08-25T04:45:22.420389,684,TOWER-4
9315220005,9947866864,2026-06-21T01:45:22.420389,75,TOWER-4
9344234907,9859601150,2026-07-21T04:45:22.420389,1769,TOWER-4
9356684463,9776723706,2026-06-26T12:45:22.420389,1310,TOWER-5
9250703355,9485013618,2026-07-20T22:45:22.420389,627,TOWER-5
9103521443,9785122250,2026-07-22T16:45:22.420389,1475,TOWER-4
9997208934,9344234907,2026-08-27T19:45:22.420389,1650,TOWER-2
9315220005,9416624250,2026-08-09T12:45:22.420389,1270,TOWER-1
9507631359,9997208934,2026-06-09T09:45:22.420389,1318,TOWER-1
9251305036,9633844632,2026-07-01T18:45:22.420389,1225,TOWER-5
9157334558,9992003135,2026-06-04T16:45:22.420389,1329,TOWER-5
9315220005,9103521443,2026-08-27T18:45:22.420389,1571,TOWER-5
9485013618,9250703355,2026-07-19T22:45:22.420389,1493,TOWER-1
9859601150,9356684463,2026-08-04T23:45:22.420389,1531,TOWER-2
9455401597,9645445371,2026-06-29T21:45:22.420389,1470,TOWER-2
9223786821,9119325613,2026-07-13T01:45:22.420389,498,TOWER-5
9485013618,9883716767,2026-07-17T22:45:22.420389,555,TOWER-5
9206683624,9157334558,2026-06-12T23:45:22.420389,1431,TOWER-1
9119325613,9206683624,2026-07-10T22:45:22.420389,335,TOWER-5
9645445371,9315220005,2026-07-26T20:45:22.420389,793,TOWER-3
9250703355,9395894857,2026-07-30T16:45:22.420389,335,TOWER-5
9515353101,9316044204,2026-07-28T22:45:22.420389,1312,TOWER-4
9658565490,9122330468,2026-07-06T04:45:22.420389,361,TOWER-1
9763553360,9157334558,2026-06-06T18:45:22.420389,685,TOWER-1
9252679083,9947866864,2026-07-31T16:45:22.420389,1336,TOWER-1
9645445371,9157334558,2026-06-29T04:45:22.420389,411,TOWER-1
9883716767,9119325613,2026-07-18T22:45:22.420389,939,TOWER-4
9250703355,9883716767,2026-07-15T22:45:22.420389,63,TOWER-3
9416624250,9396524876,2026-07-19T15:45:22.420389,604,TOWER-1
9396524876,9103521443,2026-08-25T14:45:22.420389,1600,TOWER-2
9206683624,9119325613,2026-07-12T22:45:22.420389,1476,TOWER-3
9119325613,9206683624,2026-07-17T22:45:22.420389,871,TOWER-4
9834030738,9344234907,2026-07-22T10:45:22.420389,114,TOWER-5
9483778558,9396524876,2026-06-05T17:45:22.420389,929,TOWER-4
9633844632,9440112039,2026-07-13T07:45:22.420389,1688,TOWER-4
9485013618,9883716767,2026-07-15T22:45:22.420389,989,TOWER-4
9883716767,9119325613,2026-06-14T17:45:22.420389,1774,TOWER-4
9997208934,9485013618,2026-08-17T05:45:22.420389,1287,TOWER-2
9122330468,9859601150,2026-08-19T16:45:22.420389,716,TOWER-4
9645445371,9223786821,2026-07-16T22:45:22.420389,1631,TOWER-1
9992003135,9250703355,2026-07-02T17:45:22.420389,512,TOWER-4
9455401597,9658565490,2026-08-30T17:45:22.420389,309,TOWER-4
9250703355,9485013618,2026-07-15T22:45:22.420389,1469,TOWER-5
9223786821,9485013618,2026-07-11T22:45:22.420389,992,TOWER-2
9776723706,9507631359,2026-06-16T08:45:22.420389,628,TOWER-1
9103521443,9930059616,2026-06-03T00:45:22.420389,1797,TOWER-3
9157334558,9223786821,2026-07-13T22:45:22.420389,1657,TOWER-5
9316044204,9119325613,2026-08-27T11:45:22.420389,701,TOWER-2
9485013618,9250703355,2026-07-14T22:45:22.420389,728,TOWER-5
9763553360,9507631359,2026-06-23T04:45:22.420389,705,TOWER-1
9223786821,9416624250,2026-08-19T11:45:22.420389,857,TOWER-5
9206683624,9250703355,2026-07-14T22:45:22.420389,117,TOWER-4
9485013618,9206683624,2026-07-14T22:45:22.420389,346,TOWER-3
9658565490,9930059616,2026-06-17T11:45:22.420389,724,TOWER-2
9316044204,9122330468,2026-08-07T01:45:22.420389,530,TOWER-4
9883716767,9119325613,2026-07-15T22:45:22.420389,921,TOWER-3
9485013618,9157334558,2026-07-15T22:45:22.420389,730,TOWER-3
9395894857,9507631359,2026-08-27T05:45:22.420389,224,TOWER-1
9997208934,9166012408,2026-08-13T22:45:22.420389,408,TOWER-3
9515353101,9834030738,2026-06-21T17:45:22.420389,1060,TOWER-4
9483778558,9103521443,2026-07-04T11:45:22.420389,924,TOWER-1
9859601150,9250703355,2026-06-03T16:45:22.420389,1769,TOWER-2
9396524876,9483778558,2026-07-21T05:45:22.420389,985,TOWER-3
9485013618,9157334558,2026-07-12T22:45:22.420389,1213,TOWER-1
9633844632,9157334558,2026-07-11T22:45:22.420389,444,TOWER-2
9223786821,9633844632,2026-07-13T22:45:22.420389,800,TOWER-1
9485013618,9206683624,2026-07-17T22:45:22.420389,430,TOWER-3
9776723706,9252679083,2026-08-15T02:45:22.420389,275,TOWER-2
9223786821,9166012408,2026-06-12T20:45:22.420389,336,TOWER-5
9645445371,9883716767,2026-07-02T15:45:22.420389,1370,TOWER-1
9206683624,9250703355,2026-07-19T22:45:22.420389,1776,TOWER-4
9947866864,9251305036,2026-08-13T19:45:22.420389,609,TOWER-2
9395894857,9440112039,2026-07-07T18:45:22.420389,1420,TOWER-2
9157334558,9485013618,2026-07-19T22:45:22.420389,1098,TOWER-5
9485013618,9785122250,2026-07-04T15:45:22.420389,613,TOWER-2
9157334558,9485013618,2026-07-11T22:45:22.420389,299,TOWER-5
9883716767,9485013618,2026-07-13T22:45:22.420389,1164,TOWER-1
9485013618,9763553360,2026-07-01T01:45:22.420389,1325,TOWER-2
9251305036,9103521443,2026-06-21T05:45:22.420389,520,TOWER-5
9633844632,9485013618,2026-07-15T22:45:22.420389,101,TOWER-4
9645445371,9633844632,2026-07-17T22:45:22.420389,577,TOWER-2
9507861547,9206683624,2026-07-14T10:45:22.420389,996,TOWER-5
9645445371,9223786821,2026-07-11T22:45:22.420389,595,TOWER-1
9119325613,9485013618,2026-07-15T22:45:22.420389,1378,TOWER-2
9485013618,9223786821,2026-07-14T22:45:22.420389,19,TOWER-4
9157334558,9992003135,2026-06-19T15:45:22.420389,1415,TOWER-3
9223786821,9206683624,2026-08-15T00:45:22.420389,408,TOWER-5
9883716767,9250703355,2026-07-18T22:45:22.420389,772,TOWER-3
9316044204,9658565490,2026-08-07T20:45:22.420389,557,TOWER-1
9250703355,9883716767,2026-07-18T22:45:22.420389,1703,TOWER-4
9834030738,9455401597,2026-06-19T10:45:22.420389,959,TOWER-5
9206683624,9763553360,2026-07-25T00:45:22.420389,1548,TOWER-5
9763553360,9316044204,2026-06-07T10:45:22.420389,851,TOWER-4
9883716767,9250703355,2026-07-15T22:45:22.420389,1250,TOWER-5
9633844632,9223786821,2026-07-19T22:45:22.420389,1596,TOWER-2
9223786821,9166012408,2026-06-08T20:45:22.420389,17,TOWER-3
9122330468,9658565490,2026-08-11T02:45:22.420389,1396,TOWER-1
9119325613,9206683624,2026-07-12T22:45:22.420389,220,TOWER-4
9119325613,9250703355,2026-07-18T22:45:22.420389,950,TOWER-4
9834030738,9119325613,2026-07-22T21:45:22.420389,922,TOWER-1
9119325613,9485013618,2026-07-10T22:45:22.420389,1115,TOWER-5
9252679083,9507631359,2026-08-18T01:45:22.420389,1352,TOWER-4
9356684463,9776723706,2026-08-14T19:45:22.420389,1518,TOWER-4
9645445371,9485013618,2026-07-16T22:45:22.420389,315,TOWER-2
9157334558,9633844632,2026-07-15T22:45:22.420389,919,TOWER-4
9344234907,9947866864,2026-08-26T17:45:22.420389,329,TOWER-1
9633844632,9485013618,2026-07-20T22:45:22.420389,744,TOWER-1
9633844632,9157334558,2026-07-13T22:45:22.420389,1493,TOWER-2
9455401597,9223786821,2026-06-29T19:45:22.420389,670,TOWER-3
9103521443,9992003135,2026-08-25T00:45:22.420389,1514,TOWER-2
9507861547,9785122250,2026-07-29T19:45:22.420389,1671,TOWER-2
9507631359,9166012408,2026-07-24T00:45:22.420389,1277,TOWER-5
9157334558,9316044204,2026-08-20T21:45:22.420389,1598,TOWER-3
